100000	10000	1	0.996675	1	0.996675	0.0948591	1	0.0949576
100000	10000	2	0.996986	1	0.996675	0.109482	1	0.0327981
100000	10000	3	0.997091	1	0.996675	0.103259	1	0.0173737
100000	10000	4	0.997091	1	0.996675	0.12228	1	0.0120468
100000	10000	5	0.997098	1	0.996675	0.124718	1	0.00966376
100000	10000	6	0.997098	1	0.996675	0.146452	1	0.00867373
100000	10000	7	0.997098	1	0.996675	0.133448	1	0.00850945
100000	10000	8	0.997098	1	0.996675	0.166932	1	0.00876572
100000	10000	9	0.997098	1	0.996675	0.163927	1	0.00955424
100000	10000	10	0.997098	1	0.996675	0.198109	1	0.0106582
100000	10000	11	0.997098	1	0.996675	0.191337	1	0.0122002
100000	10000	12	0.997098	1	0.996675	0.224838	1	0.0138802
100000	10000	13	0.99698	1	0.996675	0.217546	1	0.0160705
100000	10000	14	0.99698	1	0.996675	0.235862	1	0.0190121
100000	10000	15	0.99698	1	0.996675	0.254918	1	0.0224509
100000	10000	16	0.99698	1	0.996675	0.28643	1	0.0269214
100000	10000	17	0.99698	1	0.996675	0.281443	1	0.0322483
100000	10000	18	0.99698	1	0.996675	0.302978	1	0.0380505
100000	10000	19	0.99698	1	0.996675	0.302328	1	0.0453465
100000	10000	20	0.99698	1	0.996675	0.308406	1	0.0539655
100000	10000	21	0.99698	1	0.996675	0.314532	1	0.0641549
100000	10000	22	0.99698	1	0.996675	0.337445	1	0.0748635
100000	10000	23	0.99698	1	0.996675	0.337883	1	0.0870155
100000	10000	24	0.99698	1	0.996675	0.350984	1	0.100528
100000	10000	25	0.99698	1	0.996675	0.371709	1	0.116167
100000	10000	26	0.99698	1	0.996675	0.390603	1	0.134007
100000	10000	27	0.99698	1	0.996675	0.395494	1	0.152625
100000	10000	28	0.99698	1	0.996675	0.412059	1	0.172375
100000	10000	29	0.99698	1	0.996675	0.411715	1	0.192498
100000	10000	30	0.99698	1	0.996675	0.417241	1	0.216613
100000	10000	31	0.99698	1	0.996675	0.419883	1	0.241011
100000	10000	32	0.99698	1	0.996675	0.421096	1	0.263171
100000	10000	33	0.99698	1	0.996675	0.426647	1	0.286428
100000	10000	34	0.99698	1	0.996675	0.447192	1	0.310101
100000	10000	35	0.99698	1	0.996675	0.463582	1	0.336054
100000	10000	36	0.99698	1	0.996675	0.475044	1	0.364148
100000	10000	37	0.99698	1	0.996675	0.476932	1	0.387512
100000	10000	38	0.997098	1	0.996675	0.492898	1	0.418967
100000	10000	39	0.997098	1	0.996675	0.500636	0.999612	0.443501
100000	10000	40	0.997098	1	0.996675	0.500636	0.999612	0.46979
100000	10000	41	0.997098	1	0.996675	0.506601	0.999612	0.490379
100000	10000	42	0.997098	1	0.996675	0.520765	0.999612	0.516361
100000	10000	43	0.997098	1	0.996675	0.529034	0.999612	0.539622
100000	10000	44	0.997098	1	0.996675	0.531746	0.999612	0.561
100000	10000	45	0.997098	1	0.996675	0.543453	0.999612	0.587341
100000	10000	46	0.997098	1	0.996675	0.556577	0.999612	0.612315
100000	10000	47	0.997098	1	0.996675	0.562099	0.999612	0.632569
100000	10000	48	0.997098	1	0.996675	0.562099	0.999612	0.655443
100000	10000	49	0.997098	1	0.996675	0.567954	0.999612	0.678198
100000	10000	50	0.997098	1	0.996675	0.567954	0.999612	0.698349
100000	10000	51	0.997098	1	0.996675	0.576069	0.999612	0.716919
100000	10000	52	0.997098	1	0.996675	0.578925	0.999612	0.741433
100000	10000	53	0.997098	1	0.996675	0.584971	0.999612	0.756737
100000	10000	54	0.997098	1	0.996675	0.59437	0.999612	0.772858
100000	10000	55	0.997098	1	0.996675	0.601418	0.999612	0.790356
